nh,year,villid,thanaid,agehead,sexhead,educhead,famsize,hhland,hhasset,expfd,expnfd,exptot,dmmfd,dfmfd,weight,vaccess,pcirr,rice,wheat,milk,potato,egg,oil,lexptot,lnland,progvillm,progvillf
93025,1,3,9,54,1,5,7,272,194627.16,3772.0164,1015.0222,4787.0386,0,0,2.9530201,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,8.473876,1.3137237,1,1
93032,1,3,9,36,1,9,4,180,164310,3661.5239,589.55859,4251.0825,1,1,.55928409,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,8.3551645,1.0296195,1,1
93034,1,3,9,66,1,0,5,40,30491.271,2244.0112,293.00317,2537.0144,0,0,.88590604,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,7.8391376,.33647224,1,1
93035,1,3,9,48,1,10,4,510,275140,3137.0957,1023.481,4160.5767,0,1,2.9530201,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,8.3336496,1.8082888,1,1
93054,1,3,9,66,1,2,2,20,13909.189,1854.1074,218.22974,2072.3372,0,0,.88590604,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,7.6369147,.18232156,1,1
93072,1,3,9,50,1,5,6,28,16240,1947.4895,427.5498,2375.0393,0,1,.55928409,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,7.77319,.24686007,1,1
93122,1,3,9,72,1,2,7,1,6130,2135.8003,281.78955,2417.5898,0,1,.55928409,1,.94,10.150224,7.4434972,6.7668157,6.8684692,1.3533632,40.600895,7.7909398,.0099503305,1,1
101012,1,1,10,40,1,2,5,67,55660,3220.4629,1132.7651,4353.228,1,1,.21689495,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.3789024,.51282364,1,1
101014,1,1,10,30,1,0,4,17,33732.578,3196.3054,562.66064,3758.9661,0,0,1.7260274,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.2321653,.15700375,1,1
101015,1,1,10,65,0,0,6,190,81000,2912.8884,497.36084,3410.2493,0,1,2.9223742,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.1348343,1.0647107,1,1
101022,1,1,10,32,1,8,4,41,41430,3323.1831,512.41699,3835.6001,1,1,.21689495,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.2523422,.34358969,1,1
101024,1,1,10,27,1,0,3,90,82135.609,4185.501,738.48486,4923.9858,0,1,1.7260274,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.5020771,.64185387,1,1
101025,1,1,10,55,1,0,5,284,166599,3752.6052,832.3186,4584.9238,0,0,2.9223742,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.430747,1.3454723,1,1
101034,1,1,10,62,1,0,2,25,18300,3763.7029,394.16675,4157.8696,0,1,1.7260274,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.3329983,.22314355,1,1
101035,1,1,10,65,1,2,3,150,93666.266,4021.2927,941.03882,4962.3315,0,0,2.9223742,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.5098324,.91629076,1,1
101042,1,1,10,62,1,10,4,3,31400,5101.5024,2737.1768,7838.6792,1,0,.21689495,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.9669533,.029558802,1,1
101044,1,1,10,65,1,0,6,20,29570.986,2579.0588,415.93384,2994.9927,0,0,1.7260274,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.0050306,.18232156,1,1
101102,1,1,10,36,1,4,5,59,30970,3542.5635,812.69434,4355.2578,1,1,.21689495,1,.76999998,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.3793688,.46373403,1,1
102012,1,2,10,38,1,5,4,185,170735,3807.0105,1163.8923,4970.9028,0,1,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.5115576,1.0473189,1,1
102014,1,2,10,28,1,5,3,6,12484.775,3798.4392,475.93237,4274.3716,0,0,1.9,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.3606262,.058268908,1,1
102032,1,2,10,40,1,5,5,27,51800,3171.2004,2101.7727,5272.9731,1,1,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.5705395,.23901691,1,1
102034,1,2,10,55,1,0,6,4,9500,3711.3726,1083.2544,4794.627,1,0,1.9,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.4754601,.039220713,1,1
102052,1,2,10,50,1,0,6,7,7700,3757.8384,1070.7354,4828.5737,1,1,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.4825134,.067658648,1,1
102054,1,2,10,36,1,0,6,10,14200,3225.741,698.10962,3923.8506,0,1,1.9,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.2750835,.095310181,1,1
102062,1,2,10,50,1,0,5,210,101300,3809.4465,731.49292,4540.9395,1,0,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.4211092,1.1314021,1,1
102072,1,2,10,42,1,8,5,86,37150,2876.7087,484.36865,3361.0774,1,1,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.1203146,.6205765,1,1
102082,1,2,10,40,1,3,5,29,23940,3092.0286,410.06909,3502.0977,1,0,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.1614027,.25464222,1,1
102092,1,2,10,55,1,0,5,10,10950,3889.0244,2436.5947,6325.6191,1,1,.15833333,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,43.307621,8.7525215,.095310181,1,1
103015,1,3,10,48,0,5,3,1090,593084.31,5604.728,1612.7573,7217.4854,0,0,2.8999999,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.8844004,2.4765384,1,1
103034,1,3,10,60,1,0,7,48,50100,2381.1458,646.71411,3027.8599,1,0,1.86,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.0159416,.3920421,1,1
103035,1,3,10,65,1,0,5,252,165232.09,3093.7881,1128.0283,4221.8164,0,0,2.8999999,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.348258,1.258461,1,1
103042,1,3,10,42,1,5,5,18,40440,4667.4785,1592.9082,6260.3867,0,1,.16666666,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.742157,.16551444,1,1
103045,1,3,10,52,1,5,5,240,184734.06,4730.8164,863.85107,5594.6675,0,0,2.8999999,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.6297483,1.2237754,1,1
103054,1,3,10,32,1,0,3,2,6950,2917.8508,445.48218,3363.333,0,1,1.86,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.120985,.019802628,1,1
103062,1,3,10,34,1,5,5,148,69409,3445.6624,518.33813,3964.0005,0,1,.16666666,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.2852612,.90825856,1,1
103082,1,3,10,55,1,0,4,75,43415,2391.3926,338.34082,2729.7334,0,1,.16666666,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,7.9123254,.55961579,1,1
103122,1,3,10,45,1,0,6,27,33410,4060.5403,1544.3,5604.8403,0,1,.16666666,1,.75,8.5712996,8.1201782,8.1201782,5.8000402,1.6917039,23.007174,8.6315641,.23901691,1,1
111015,1,1,11,60,1,0,9,442,1036134.8,4615.269,896.60303,5511.8721,0,0,2.5079365,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.6148415,1.6900958,1,1
111022,1,1,11,45,1,1,7,5,15770,3332.7534,636.08081,3968.8342,1,1,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.2864799,.048790164,1,1
111032,1,1,11,42,1,0,5,6,6705,6226.5527,2974.8271,9201.3799,1,1,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,9.1272173,.058268908,1,1
111042,1,1,11,32,1,5,6,8,30220,7189.0649,1234.9438,8424.0088,1,0,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,9.0389595,.07696104,1,1
111045,1,1,11,46,1,5,3,60,110062.25,5001.1279,2267.5601,7268.688,0,0,2.5079365,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.891469,.47000363,1,1
111062,1,1,11,63,1,1,8,3,16082,3140.479,932.97485,4073.4539,1,1,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.3124924,.029558802,1,1
111082,1,1,11,65,1,3,4,20,20315,3966.0305,1203.3088,5169.3394,1,1,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.5506935,.18232156,1,1
111102,1,1,11,35,1,0,2,7,8775,4133.1709,911.82861,5044.9995,1,0,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.526351,.067658648,1,1
111112,1,1,11,30,1,0,6,6,7490,2967.0229,411.98633,3379.0093,1,1,.16666666,1,.1,10.263003,9.4735422,12.180268,6.9447851,1.6917039,40.600895,8.1256342,.058268908,1,1
112014,1,2,11,25,1,0,3,7,27220,4036.1797,592.09668,4628.2764,0,1,1.6551725,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.440156,.067658648,1,1
112022,1,2,11,45,1,0,9,45,45280,2739.3572,540.81909,3280.1763,1,1,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.0959568,.37156355,1,1
112024,1,2,11,70,1,0,6,15,27371.768,2876.3477,949.60986,3825.9575,0,0,1.6551725,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.2498255,.13976194,1,1
112032,1,2,11,60,1,9,6,38,8995,3508.5938,1129.4941,4638.0879,0,1,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.4422731,.3220835,1,1
112034,1,2,11,42,0,5,4,91,216876.42,4201.1772,14166.328,18367.506,0,0,1.6551725,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,9.8183928,.64710325,1,1
112044,1,2,11,28,1,3,5,1,5075,3270.8081,691.97461,3962.7827,0,1,1.6551725,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.2849541,.0099503305,1,1
112045,1,2,11,45,1,5,5,203,99654.898,5182.2979,4895.791,10078.089,0,0,2.1018062,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,9.2182178,1.1085626,1,1
112052,1,2,11,55,1,5,8,235,106855,3899.2083,1650.9338,5550.1421,0,1,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.6217594,1.2089603,1,1
112062,1,2,11,22,1,5,2,2,4723.2373,3061.3074,543.03687,3604.3442,0,0,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.1901722,.019802628,1,1
112072,1,2,11,40,0,0,6,10,17238.463,2159.7419,320.07056,2479.8125,0,0,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,7.8163414,.095310181,1,1
112102,1,2,11,34,1,2,4,3,6660,2698.606,458.62109,3157.2271,1,1,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.057766,.029558802,1,1
112112,1,2,11,55,1,0,4,46,54830,4315.875,1075.9238,5391.7988,1,1,.4515599,1,.2,9.2479811,8.1201782,10.826905,6.2579384,1.6917039,40.600895,8.5928202,.37843645,1,1
113014,1,3,11,42,1,3,6,10,17208.012,2312.7847,586.11914,2898.9038,0,0,2.0217392,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,7.9724326,.095310181,1,1
113015,1,3,11,36,1,5,6,116,97222.227,4965.0381,4552.1494,9517.1875,0,0,2.789855,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,9.1609602,.77010822,1,1
113025,1,3,11,27,1,8,3,1,1,6377.9492,2140.7949,8518.7441,0,1,2.789855,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,9.0501413,.0099503305,1,1
113034,1,3,11,39,1,0,5,46,27028,3459.196,959.39917,4418.5952,0,1,2.0217392,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.3938036,.37843645,1,1
113035,1,3,11,48,1,10,3,375,582927.31,4797.2212,4702.936,9500.1572,0,0,2.789855,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,9.1591692,1.5581446,1,1
113045,1,3,11,40,1,9,8,189,163262.95,3637.3325,1243.064,4880.3965,0,1,2.789855,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.493187,1.0612565,1,1
113052,1,3,11,29,1,0,3,3,4503,3585.5098,531.4209,4116.9307,1,1,.12681158,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.3231058,.029558802,1,1
113062,1,3,11,42,1,1,5,14,27440,5481.1206,1023.5483,6504.6689,1,1,.12681158,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.7804289,.13102826,1,1
113082,1,3,11,34,1,6,7,8,15240,3624.3064,850.87866,4475.1851,1,1,.12681158,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.4065266,.07696104,1,1
113092,1,3,11,34,1,0,5,6,11875,4542.1572,1151.1704,5693.3276,1,0,.12681158,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.6472254,.058268908,1,1
113102,1,3,11,30,1,0,4,2,4965,4660.644,567.73584,5228.3799,1,0,.12681158,1,.30000001,10.037443,6.7668157,11.503587,6.7921524,1.5225335,50.751118,8.562048,.019802628,1,1
121014,1,1,12,62,1,0,7,10,16570,4307.1748,433.75293,4740.9277,0,1,2.2178218,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,8.4641991,.095310181,1,1
121024,1,1,12,27,1,0,3,6,11388.551,4739.252,1246.6729,5985.9248,0,0,2.2178218,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,8.6973333,.058268908,1,1
121034,1,1,12,50,1,5,6,10,37318.988,6156.8999,3104.8403,9261.7402,0,0,2.2178218,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,9.1337547,.095310181,1,1
121035,1,1,12,68,1,5,7,129,92005,1980.1636,333.02393,2313.1875,1,0,2.1782176,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,7.7468138,.82855183,1,1
121045,1,1,12,48,1,0,5,168,184686.7,3250.7781,278.79297,3529.571,0,0,2.1782176,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,8.1692152,.98581678,1,1
121052,1,1,12,73,1,2,8,143,173792.14,3091.7581,835.70166,3927.4597,0,0,.1980198,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,8.2760029,.88789123,1,1
121092,1,1,12,45,1,0,7,1,9036,3336.6199,812.69458,4149.3145,1,1,.1980198,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,8.3309393,.0099503305,1,1
121102,1,1,12,36,1,0,5,7,8300,2335.634,422.38477,2758.0188,1,0,.1980198,1,.050000001,11.954707,8.1201782,10.826905,8.08953,2.3683856,40.600895,7.9226303,.067658648,1,1
122015,1,2,12,53,0,0,7,110,161084.06,3447.2092,420.99268,3868.2019,0,0,1.878453,1,.050000001,8.7968597,6.0901341,9.4735422,5.9526725,1.6917039,37.894169,8.2608032,.74193734,1,0
122022,1,2,12,30,1,0,4,8,10315,2426.9185,447.79395,2874.7124,1,0,.33149168,1,.050000001,8.7968597,6.0901341,9.4735422,5.9526725,1.6917039,37.894169,7.9640555,.07696104,1,0
122025,1,2,12,32,1,0,4,3,17932.061,3447.0159,1058.1609,4505.1768,0,0,1.878453,1,.050000001,8.7968597,6.0901341,9.4735422,5.9526725,1.6917039,37.894169,8.4132042,.029558802,1,0
122034,1,2,12,70,1,0,7,219,341345.25,3748.4292,2500.8213,6249.2505,0,0,2.077348,1,.050000001,8.7968597,6.0901341,9.4735422,5.9526725,1.6917039,37.894169,8.7403765,1.1600209,1,0
122062,1,2,12,47,0,0,7,20,29882.258,3186.01,496.39429,3682.4043,0,0,.33149168,1,.050000001,8.7968597,6.0901341,9.4735422,5.9526725,1.6917039,37.894169,8.2115927,.18232156,1,0
122122,1,2,12,30,1,0,2,28,10225,4191.3657,2138.3135,6329.6792,1,0,.33149168,1,.050000001,8.7968597,6.0901341,9.4735422,5.9526725,1.6917039,37.894169,8.7531624,.24686007,1,0
123012,1,3,12,25,1,0,2,20,27900,4600.0811,1121.5996,5721.6807,0,1,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.6521931,.18232156,1,1
123022,1,3,12,35,1,10,5,20,33365,2236.8386,784.27393,3021.1125,0,1,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.013711,.18232156,1,1
123032,1,3,12,31,1,0,6,40,33595,2570.0366,471.98535,3042.022,0,1,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.020606,.33647224,1,1
123035,1,3,12,60,0,0,3,331,117260,3855.2805,1746.9661,5602.2466,0,1,2.0328848,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.6311016,1.4609379,1,1
123042,1,3,12,75,1,0,2,17.5,18530,3604.0059,866.15234,4470.1582,0,1,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.4054031,.16126814,1,1
123044,1,3,12,38,1,0,6,12,9541.21,1336.2205,276.87549,1613.0959,0,0,2.3318386,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,7.3865304,.11332869,1,1
123052,1,3,12,48,1,9,5,11,38617,3738.53,1564.488,5303.0181,0,1,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.5762196,.10436001,1,1
123062,1,3,12,32,1,5,6,18.75,42975,3442.0535,524.99219,3967.0457,1,0,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.2860289,.17185026,1,1
123112,1,3,12,27,1,3,4,50,26235,3701.448,871.22778,4572.6758,0,1,.18684603,0,.5,8.7968597,6.0901341,8.1201782,5.9526725,1.6917039,40.600895,8.4280729,.4054651,1,1
131014,1,1,13,39,1,0,5,39,55200,2405.4675,424.55029,2830.0178,1,1,1.9449542,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,7.9483914,.32930374,1,1
131015,1,1,13,71,1,5,7,338,470458.78,7328.2676,2155.9072,9484.1748,0,0,2.2018349,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,9.157485,1.4770488,1,1
131022,1,1,13,29,1,0,4,2,2098,2354.175,857.69385,3211.8689,1,0,.30581039,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,8.0749197,.019802628,1,1
131025,1,1,13,55,1,0,13,162,217275.69,2586.1729,1191.8965,3778.0693,0,0,2.2018349,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,8.2372332,.96317434,1,1
131032,1,1,13,35,1,3,4,60,58413,2354.175,572.98022,2927.1553,1,0,.30581039,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,7.9821277,.47000363,1,1
131035,1,1,13,65,1,0,3,157.60001,195743.67,5203.23,3152.2085,8355.4385,0,0,2.2018349,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,9.0307875,.9462378,1,1
131042,1,1,13,40,1,0,7,1,7050,2018.8311,249.59888,2268.4299,1,0,.30581039,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,7.727284,.0099503305,1,1
131054,1,1,13,43,1,12,4,148.5,204383.55,7437.4067,2381.7505,9819.1572,0,0,1.9449542,1,.40000001,9.4735422,6.0901341,13.533631,6.4105711,1.3533632,37.894169,9.1921921,.91027266,1,1
132015,1,2,13,62,0,0,1,45.5,53457.84,6547.5708,1339.8296,7887.4004,0,0,2.3423421,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,8.9731483,.3750059,1,1
132022,1,2,13,45,1,0,7,30,43100,1847.9207,326.74048,2174.6611,1,0,.31531531,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,7.6850877,.26236427,1,1
132042,1,2,13,29,1,16,3,20,56450,5082.3296,885.3252,5967.6548,1,0,.31531531,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,8.6942768,.18232156,1,1
132045,1,2,13,73,1,2,8,632,713047.69,4006.6316,2331.5906,6338.2222,0,0,2.3423421,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,8.7545109,1.9906104,1,1
132062,1,2,13,76,1,0,7,52,82600,2245.0361,1453.8984,3698.9346,1,0,.31531531,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,8.2160702,.41871032,1,1
132072,1,2,13,48,1,10,4,2,17000,5002.0303,3090.5737,8092.604,1,1,.31531531,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,8.9988298,.019802628,1,1
132092,1,2,13,56,1,0,5,27,45239,3297.6047,451.48169,3749.0864,1,0,.31531531,1,.5,8.5712996,6.7668157,13.533631,5.8000402,1.6917039,35.187439,8.2295341,.23901691,1,1
133012,1,3,13,41,1,0,5,3,7250,2784.1384,1144.2686,3928.407,0,1,.33834586,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,8.2762442,.029558802,1,1
133015,1,3,13,75,1,0,8,364,490255.81,3251.1165,3294.7625,6545.8789,0,0,2.2055137,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,8.7867441,1.5347143,1,1
133025,1,3,13,72,1,0,4,69,45673,2365.002,1153.7422,3518.7441,0,1,2.2055137,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,8.1661434,.52472854,1,1
133034,1,3,13,43,1,0,6,1,2700,2227.1846,231.76343,2458.948,1,0,1.8646617,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,7.8078957,.0099503305,1,1
133054,1,3,13,49,1,0,8,34,49900,2564.2847,463.104,3027.3887,0,1,1.8646617,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,8.0157862,.29266962,1,1
133062,1,3,13,34,1,14,4,66,79134.523,6540.1274,9459.6699,15999.797,0,0,.33834586,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,9.6803942,.50681758,1,1
133072,1,3,13,42,1,0,6,39,101714,2692.2903,482.24854,3174.5388,1,1,.33834586,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,8.0632324,.32930374,1,1
133112,1,3,13,47,1,0,6,1,1425,1524.338,94.848145,1619.1862,1,0,.33834586,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,7.3902965,.0099503305,1,1
133122,1,3,13,45,1,0,6,1,2680,2479.5867,266.83813,2746.4248,1,0,.33834586,1,.75,8.9096403,6.7668157,12.180268,6.0289893,1.3533632,33.834076,7.9184194,.0099503305,1,1
141012,1,1,14,70,1,3,3,4,5220,3518.7441,527.81152,4046.5557,0,1,.28,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.3058681,.039220713,1,1
141014,1,1,14,35,1,1,5,3,11523.886,2286.9131,493.97754,2780.8906,0,0,1.7,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,7.9308863,.029558802,1,1
141015,1,1,14,75,1,5,6,181,282176.19,5384.1294,868.97168,6253.1011,0,0,3.6866667,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.7409925,1.0331845,1,1
141035,1,1,14,72,1,5,3,270,216335.09,4025.8042,1483.0605,5508.8647,0,0,3.6866667,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.614295,1.3083328,1,1
141042,1,1,14,35,1,4,6,4,15620,2765.823,452.24878,3218.0718,1,1,.28,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.076848,.039220713,1,1
141044,1,1,14,36,1,2,5,20,31546.895,2060.9014,612.39673,2673.2981,0,0,1.7,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,7.8914423,.18232156,1,1
141045,1,1,14,57,1,8,8,50,202869.13,5514.9546,995.99072,6510.9453,1,1,3.6866667,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.7813931,.4054651,1,1
141054,1,1,14,36,1,10,5,19,66544.867,2806.875,578.56274,3385.4377,0,0,1.7,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.1275339,.17395331,1,1
141072,1,1,14,45,1,0,6,13,10250,3301.3037,294.35645,3595.6602,1,1,.28,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.1877613,.12221763,1,1
141074,1,1,14,43,1,3,5,2,5580,4171.0649,2025.9849,6197.0498,0,1,1.7,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.7319899,.019802628,1,1
141102,1,1,14,42,1,8,5,1,3655,2983.083,1403.4375,4386.5205,1,1,.28,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.3865194,.0099503305,1,1
141122,1,1,14,40,1,1,6,25,52639,2468.5344,425.18164,2893.7161,1,0,.28,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,7.9706421,.22314355,1,1
141162,1,1,14,70,1,3,4,1,4610,2831.9124,493.97754,3325.8899,0,1,.28,0,.12,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.1097927,.0099503305,1,1
142012,1,2,14,70,0,0,6,1,460.14346,1987.6393,155.6366,2143.2759,0,0,.20222221,0,.050000001,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,7.670557,.0099503305,1,1
142022,1,2,14,65,1,3,10,7,43560,3943.9707,631.75,4575.7207,1,1,.20222221,0,.050000001,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.4287376,.067658648,1,1
142034,1,2,14,60,1,0,5,16,54936.391,2652.321,442.5498,3094.8708,0,0,2.4200001,0,.050000001,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.0378246,.14842001,1,1
142035,1,2,14,75,1,0,4,177.25,217050,4214.3726,942.2793,5156.6519,0,1,2.4733331,0,.050000001,10.826905,8.1201782,10.826905,7.3263669,1.6917039,40.600895,8.5482368,1.0197494,1,1
